"Company","Product","TypeName","Inches","Cpu","Ram","PrimaryMemSize","PrimaryMemType","SecondaryMemory","OpSys","Weight","Price_euros","Model","Inches_Binned","ResolutionWidth","ResolutionHeight","DisplayType","Touchscreen","IPS_Panel","RetinaDisplay","CpuBrand","CpuProduct","CpuClockSpeed_GHz","Ram_GB","Gpu_Brand","Gpu_Product","Weight_kg"
"Lenovo","IdeaPad Y700-15ACZ","Gaming",15.6,"AMD FX 8800P 2.1GHz","16GB","512GB","SSD","1","Windows 10","2.5kg",999,"IdeaPad","4",1920,1080,"Full HD","0","1","0","AMD",NA,8800,16,"AMD","Radeon",2.5
"Dell","Latitude 7280","Ultrabook",12.5,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.36kg",1472.2,"Latitude","1",1920,1080,"Full HD","1","0","0","Intel","i5",5,8,"Intel","HD",1.36
"Lenovo","IdeaPad 310-15IKB","Notebook",15.6,"Intel Core i7 7500U 2.7GHz","8GB","1TB","HDD","0","No OS","2.2kg",685,"IdeaPad","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.2
"Dell","Insprion 5767","Notebook",17.3,"Intel Core i3 6006U 2.0GHz","4GB","1TB","HDD","0","Windows 10","2.36kg",659,"Insprion","5",1600,900,NA,"0","0","0","Intel","i3",3,4,"AMD","Radeon",2.36
"Acer","Chromebook 14","Notebook",14,"Intel Celeron Dual Core N3060 1.6GHz","4GB","32GB","Flash Storage","0","Chrome/Android","1.68kg",349,"Chromebook","3",1366,768,NA,"0","0","0","Intel","N3060",3060,4,"Intel","HD",1.68
"HP","ZBook Studio","Workstation",15.6,"Intel Core i7 6820HQ 2.7GHz","8GB","8GB","SSD","0","Windows 10","2.0kg",2249,"ZBook","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Nvidia","Quadro",2
"Dell","Latitude 7480","Ultrabook",14,"Intel Core i7 7600U 2.8GHz","8GB","256GB","SSD","0","Windows 10","1.36kg",1775,"Latitude","3",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","HD",1.36
"Toshiba","Portege Z30-C-1CW","Notebook",13.3,"Intel Core i5 6200U 2.3GHz","8GB","256GB","SSD","0","Windows 7","1.2kg",1460,"Portege","2",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",1.2
"Asus","Chromebook Flip","2 in 1 Convertible",12.5,"Intel Core M M7-6Y75 1.2GHz","8GB","64GB","Flash Storage","0","Chrome/Android","1.2kg",1159,"Chromebook","1",1920,1080,"Full HD","0","0","0","Intel",NA,7,8,"Intel","HD",1.2
"Lenovo","Thinkpad T460","Ultrabook",14,"Intel Core i7 6600U 2.6GHz","8GB","256GB","SSD","0","Windows 10","1.7kg",1488.99,"Thinkpad","3",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Intel","HD",1.7
"Dell","Alienware 17","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","16GB","512GB","SSD","1","Windows 10","4.36kg",3154,"Alienware","5",3840,2160,"4K Ultra HD","0","1","0","Intel","i7",7,16,"Nvidia","GeForce",4.36
"Dell","XPS 13","2 in 1 Convertible",13.3,"Intel Core i5 7Y54 1.2GHz","8GB","256GB","SSD","0","Windows 10","1.24kg",1899,"XPS","2",1920,1080,"Full HD","1","0","0","Intel","i5",5,8,"Intel","HD",1.24
"HP","ProBook x360","2 in 1 Convertible",11.6,"Intel Pentium Quad Core N4200 1.1GHz","4GB","256GB","SSD","0","Windows 10","1.45kg",775,"ProBook","0",1366,768,NA,"1","0","0","Intel","N4200",4200,4,"Intel","HD",1.45
"Dell","XPS 13","Ultrabook",13.3,"Intel Core i7 6500U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.3kg",1268,"XPS","2",3200,1800,"Quad HD+","0","0","0","Intel","i7",7,8,"Intel","HD",1.3
"Acer","Chromebook C738T-C2EJ","2 in 1 Convertible",11.6,"Intel Celeron Dual Core N3060 1.6GHz","4GB","32GB","Flash Storage","0","Chrome/Android","1.25kg",389,"Chromebook","0",1366,768,NA,"1","1","0","Intel","N3060",3060,4,"Intel","HD",1.25
"Toshiba","Portege Z30-C-16Z","Notebook",13.3,"Intel Core i5 6300U 2.4GHz","8GB","256GB","SSD","0","Windows 10","1.2kg",1535,"Portege","2",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",1.2
"Lenovo","ThinkPad X270","Ultrabook",12.5,"Intel Core i5 7300U 2.6GHz","8GB","256GB","SSD","0","Windows 10","1.36kg",1760,"ThinkPad","1",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Intel","HD",1.36
"Acer","Aspire F5-573G-510L","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","12GB","128GB","SSD","1","Windows 10","2.4kg",1009,"Aspire","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,12,"Nvidia","GeForce",2.4
"Toshiba","Portege X20W-D-10V","Ultrabook",12.5,"Intel Core i7 7500U 2.7GHz","8GB","512GB","SSD","0","Windows 10","1.1kg",1790,"Portege","1",1920,1080,"Full HD","1","0","0","Intel","i7",7,8,"Intel","HD",1.1
"HP","ProBook 450","Notebook",15.6,"Intel Core i5 7200U 2.50GHz","8GB","1TB","HDD","0","Windows 10","2.04kg",846.5,"ProBook","4",1366,768,NA,"0","0","0","Intel","i5",5,8,"Nvidia","GeForce",2.04
"Dell","Inspiron 3567","Notebook",15.6,"Intel Core i3 6006U 2.0GHz","4GB","1TB","HDD","0","Linux","2.25kg",465.62,"Inspiron","4",1366,768,NA,"0","0","0","Intel","i3",3,4,"AMD","Radeon",2.25
"Dell","Latitude 5580","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","4GB","500GB","HDD","0","Windows 10","1.9kg",825,"Latitude","4",1366,768,NA,"0","0","0","Intel","i5",5,4,"Intel","HD",1.9
"HP","ProBook 450","Notebook",15.6,"Intel Core i3 7100U 2.4GHz","4GB","500GB","HDD","0","Windows 10","2.04kg",685,"ProBook","4",1920,1080,"Full HD","0","0","0","Intel","i3",3,4,"Intel","HD",2.04
"Dell","Alienware 17","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","32GB","256GB","SSD","1","Windows 10","4.42kg",3149,"Alienware","5",1920,1080,"Full HD","0","1","0","Intel","i7",7,32,"Nvidia","GeForce",4.42
"Lenovo","IdeaPad 310-15IKB","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","6GB","256GB","SSD","0","Windows 10","2.4kg",695,"IdeaPad","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,6,"Nvidia","GeForce",2.4
"Dell","XPS 13","2 in 1 Convertible",13.3,"Intel Core i7 7Y75 1.3GHz","16GB","512GB","SSD","0","Windows 10","1.22kg",1899,"XPS","2",3200,1800,"Quad HD+","1","0","0","Intel","i7",7,16,"Intel","HD",1.22
"Dell","Latitude E7470","Ultrabook",14,"Intel Core i7 6600U 2.6GHz","8GB","256GB","SSD","0","Windows 10","1.5kg",1962.98,"Latitude","3",2560,1440,NA,"1","0","0","Intel","i7",7,8,"Intel","HD",1.5
"Dell","Alienware 17","Gaming",17.3,"Intel Core i7 6700HQ 2.6GHz","32GB","256GB","SSD","1","Windows 10","4.42kg",2800,"Alienware","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,32,"Nvidia","GeForce",4.42
"Toshiba","Tecra A40-C-1DF","Notebook",14,"Intel Core i5 6200U 2.3GHz","8GB","256GB","SSD","0","Windows 10","1.95kg",1180,"Tecra","3",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",1.95
"Asus","Rog Strix","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","1","Windows 10","2.73kg",2049.9,"Rog","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",2.73
"HP","Probook 450","Notebook",15.6,"Intel Core i5 7200U 2.70GHz","8GB","128GB","SSD","1","Windows 10","2.04kg",979,"Probook","4",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Nvidia","GeForce",2.04
"Lenovo","ThinkPad T460","Notebook",14,"Intel Core i5 6200U 2.3GHz","4GB","508GB","Hybrid","0","Windows 7","1.70kg",1002,"ThinkPad","3",1366,768,NA,"0","0","0","Intel","i5",5,4,"Intel","HD",1.7
"Asus","Q534UX-BHI7T19 (i7-7500U/16GB/2TB","2 in 1 Convertible",15.6,"Intel Core i7 7500U 2.7GHz","16GB","512GB","SSD","1","Windows 10","2.3kg",1799,"Q534UX-BHI7T19","4",3840,2160,"4K Ultra HD","1","0","0","Intel","i7",7,16,"Nvidia","GeForce",2.3
"HP","15-bs053od (i7-7500U/6GB/1TB/W10)","Notebook",15.6,"Intel Core i7 7500U 2.7GHz","6GB","1TB","HDD","0","Windows 10","2.04kg",579,"15-bs053od","4",1366,768,NA,"0","0","0","Intel","i7",7,6,"Intel","HD",2.04
"Asus","Rog GL753VE-DS74","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","1","Windows 10","2.99kg",1749,"Rog","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",2.99
"Dell","Inspiron 7579","2 in 1 Convertible",15.6,"Intel Core i7 7500U 2.7GHz","12GB","512GB","SSD","0","Windows 10","2.19kg",1299,"Inspiron","4",1920,1080,"Full HD","1","1","0","Intel","i7",7,12,"Intel","HD",2.19
"Toshiba","Portege Z30-C-1CV","Notebook",13.3,"Intel Core i5 6200U 2.3GHz","4GB","128GB","SSD","0","Windows 7","1.2kg",1195,"Portege","2",1920,1080,"Full HD","0","0","0","Intel","i5",5,4,"Intel","HD",1.2
"Lenovo","IdeaPad 320-15ABR","Notebook",15.6,"AMD A12-Series 9720P 3.6GHz","6GB","256GB","SSD","0","Windows 10","2.2kg",549,"IdeaPad","4",1920,1080,"Full HD","0","0","0","AMD",NA,12,6,"AMD","Radeon",2.2
"Other","LifeBook A556","Notebook",15.6,"Intel Core i5 6200U 2.3GHz","4GB","256GB","SSD","0","Windows 10","2.3kg",649,"LifeBook","4",1366,768,NA,"0","0","0","Intel","i5",5,4,"Intel","HD",2.3
"Toshiba","Tecra A40-C-1KF","Notebook",14,"Intel Core i5 6200U 2.3GHz","4GB","500GB","HDD","0","Windows 10","1.75kg",915,"Tecra","3",1366,768,NA,"0","0","0","Intel","i5",5,4,"Intel","HD",1.75
"Dell","Inspiron 3567","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","4GB","500GB","HDD","0","Windows 10","2.25kg",599,"Inspiron","4",1366,768,NA,"0","0","0","Intel","i5",5,4,"AMD","Radeon",2.25
"HP","Probook 450","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","1TB","HDD","0","Windows 10","2.04kg",806,"Probook","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",2.04
"Lenovo","Legion Y520-15IKBN","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","128GB","SSD","1","Windows 10","2.5kg",1189,"Legion","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Nvidia","GeForce",2.5
"Dell","Inspiron 5567","Notebook",15.6,"Intel Core i7 7500U 2.7GHz","8GB","1TB","HDD","0","Windows 10","2.36kg",749,"Inspiron","4",1366,768,NA,"0","0","0","Intel","i7",7,8,"AMD","Radeon",2.36
"Dell","Latitude 5480","Notebook",14,"Intel Core i5 7200U 2.5GHz","8GB","128GB","SSD","0","Windows 10","1.6kg",1119,"Latitude","3",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",1.6
"HP","EliteBook Folio","Netbook",12.5,"Intel Core M 6Y75 1.2GHz","8GB","512GB","SSD","0","Windows 10","0.97kg",1908,"EliteBook","1",1920,1080,"Full HD","0","0","0","Intel","M",6,8,"Intel","HD",0.97
"HP","15-bs005nv (i3-6006U/4GB/1TB","Notebook",15.6,"Intel Core i3 6006U 2GHz","4GB","128GB","SSD","1","Windows 10","2.1kg",499,"15-bs005nv","4",1920,1080,"Full HD","0","0","0","Intel","i3",3,4,"AMD","Radeon",2.1
"Lenovo","V110-15IAP (N3350/4GB/128GB/No","Notebook",15.6,"Intel Celeron Dual Core N3350 1.1GHz","4GB","128GB","SSD","0","No OS","1.9kg",270.62,"V110-15IAP","4",1366,768,NA,"0","0","0","Intel","N3350",3350,4,"Intel","HD",1.9
"Lenovo","ThinkPad T560","Notebook",15.6,"Intel Core i5 6200U 2.3GHz","8GB","256GB","SSD","0","Windows 10","2.3kg",1349,"ThinkPad","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",2.3
"Dell","Inspiron 5378","2 in 1 Convertible",13.3,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.68kg",889,"Inspiron","2",1920,1080,"Full HD","1","0","0","Intel","i5",5,8,"Intel","HD",1.68
"Asus","ZenBook UX310UA-FB485T","Notebook",13.3,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.4kg",1150,"ZenBook","2",3200,1800,"Quad HD+","0","0","0","Intel","i5",5,8,"Intel","HD",1.4
"HP","Spectre 13-V111dx","Ultrabook",13.3,"Intel Core i7 7500U 2.7GHz","8GB","256GB","SSD","0","Windows 10","1.11kg",1349,"Spectre","2",1920,1080,"Full HD","1","1","0","Intel","i7",7,8,"Intel","HD",1.11
"Acer","Aspire ES1-533","Notebook",15.6,"Intel Pentium Quad Core N4200 1.1GHz","4GB","500GB","HDD","0","Windows 10","2.4kg",380,"Aspire","4",1366,768,NA,"0","0","0","Intel","N4200",4200,4,"Intel","HD",2.4
"Asus","Rog GL553VE-DS74","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","1","Windows 10","2.5kg",1799,"Rog","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",2.5
"HP","EliteBook 840","Ultrabook",14,"Intel Core i7 7500U 2.7GHz","8GB","512GB","SSD","0","Windows 10","1.48kg",2089,"EliteBook","3",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","HD",1.48
"Acer","Nitro 5","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","128GB","SSD","1","Windows 10","2.7kg",1260,"Nitro","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Nvidia","GeForce",2.7
"HP","ENVY -","Notebook",13.3,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.34kg",1189,"ENVY","2",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Intel","HD",1.34
"Dell","Vostro 3568","Notebook",15.6,"Intel Core i3 7100U 2.4GHz","4GB","128GB","SSD","0","Windows 10","2.18kg",547,"Vostro","4",1366,768,NA,"0","0","0","Intel","i3",3,4,"Intel","HD",2.18
"HP","Probook 440","Notebook",14,"Intel Core i5 7200U 2.5GHz","4GB","500GB","HDD","0","Windows 10","1.64kg",779,"Probook","3",1366,768,NA,"0","0","0","Intel","i5",5,4,"Intel","HD",1.64
"Toshiba","Portege Z30-C-16H","Notebook",13.3,"Intel Core i5 6200U 2.3GHz","4GB","128GB","SSD","0","Windows 10","1.2kg",1195,"Portege","2",1920,1080,"Full HD","0","0","0","Intel","i5",5,4,"Intel","HD",1.2
"HP","EliteBook 840","Notebook",14,"Intel Core i5 6300U 2.4GHz","4GB","256GB","SSD","0","Windows 10","1.48kg",1099.99,"EliteBook","3",1366,768,NA,"0","0","0","Intel","i5",5,4,"Intel","HD",1.48
"HP","ProBook 640","Notebook",14,"Intel Core i5 7200U 2.5GHz","4GB","256GB","SSD","0","Windows 10","1.95kg",1205,"ProBook","3",1920,1080,"Full HD","0","0","0","Intel","i5",5,4,"Intel","HD",1.95
"HP","EliteBook 1040","Ultrabook",14,"Intel Core i7 6600U 2.6GHz","8GB","256GB","SSD","0","Windows 7","1.43kg",1449,"EliteBook","3",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","HD",1.43
"HP","ProBook 440","Notebook",14,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.64kg",1049.26,"ProBook","3",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Nvidia","GeForce",1.64
"HP","Probook 440","Notebook",14,"Intel Core i3 7100U 2.4GHz","4GB","500GB","HDD","0","Windows 10","1.64kg",684,"Probook","3",1366,768,NA,"0","0","0","Intel","i3",3,4,"Intel","HD",1.64
"Dell","Inspiron 7567","Gaming",15.6,"Intel Core i5 7300HQ 2.5GHz","8GB","1.0TB","Hybrid","0","Windows 10","2.65kg",949,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Nvidia","GeForce",2.65
"HP","EliteBook 820","Ultrabook",12.5,"Intel Core i5 7200U 2.5GHz","4GB","500GB","HDD","0","Windows 10","1.26kg",1539,"EliteBook","1",1920,1080,"Full HD","0","0","0","Intel","i5",5,4,"Intel","HD",1.26
"HP","Elitebook 840","Notebook",14,"Intel Core i5 7200U 2.5GHz","4GB","256GB","SSD","0","Windows 10","1.48kg",1590,"Elitebook","3",1920,1080,"Full HD","0","0","0","Intel","i5",5,4,"Intel","HD",1.48
"HP","EliteBook 840","Ultrabook",14,"Intel Core i7 6500U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.54kg",1887.21,"EliteBook","3",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","HD",1.54
"HP","Probook 430","Notebook",13.3,"Intel Core i3 7100U 2.4GHz","4GB","500GB","HDD","0","Windows 10","1.49kg",800,"Probook","2",1366,768,NA,"0","0","0","Intel","i3",3,4,"Intel","HD",1.49
"Toshiba","Portege A30-C-1CZ","Notebook",13.3,"Intel Core i5 6200U 2.3GHz","8GB","256GB","SSD","0","Windows 10","1.5kg",1210,"Portege","2",1366,768,NA,"0","0","0","Intel","i5",5,8,"Intel","HD",1.5
"HP","ProBook 450","Notebook",15.6,"Intel Core i3 7100U 2.4GHz","4GB","256GB","SSD","0","Windows 10","2.04kg",769.99,"ProBook","4",1366,768,NA,"0","0","0","Intel","i3",3,4,"Intel","HD",2.04
"Lenovo","ThinkPad P70","Notebook",17.3,"Intel Core i7 6820HQ 2.7GHz","16GB","512GB","SSD","0","Windows 7","2.4kg",2968,"ThinkPad","5",3840,2160,"4K Ultra HD","0","1","0","Intel","i7",7,16,"Nvidia","Quadro",2.4
"Toshiba","Tecra Z40-C-12Z","Notebook",14,"Intel Core i5 6200U 2.3GHz","8GB","256GB","SSD","0","Windows 10","1.47kg",1490,"Tecra","3",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Intel","HD",1.47
"HP","EliteBook 1040","Notebook",14,"Intel Core i7 6500U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.43kg",2229,"EliteBook","3",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","HD",1.43
"Dell","Inspiron 5568","2 in 1 Convertible",15.6,"Intel Core i3 6100U 2.3GHz","4GB","1TB","HDD","0","Windows 10","2.08kg",795.99,"Inspiron","4",1920,1080,"Full HD","1","1","0","Intel","i3",3,4,"Intel","HD",2.08
"Toshiba","Portege Z30-C-16K","Ultrabook",13.3,"Intel Core i5 6200U 2.3GHz","8GB","256GB","SSD","0","Windows 10","1.2kg",1590,"Portege","2",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",1.2
"HP","Spectre 13-V100nv","Notebook",13.3,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.11kg",1149,"Spectre","2",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Intel","HD",1.11
"HP","ProBook 440","Notebook",14,"Intel Core i7 7500U 2.7GHz","8GB","256GB","SSD","0","Windows 10","1.64kg",1185.43,"ProBook","3",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",1.64
"Dell","Latitude E5570","Notebook",15.6,"Intel Core i5 6300U 2.4GHz","8GB","500GB","HDD","0","Windows 10","2.09kg",1046.44,"Latitude","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",2.09
"HP","Elitebook 820","Ultrabook",12.5,"Intel Core i5 7200U 2.5GHz","4GB","256GB","SSD","0","Windows 10","1.26kg",1559,"Elitebook","1",1366,768,NA,"0","0","0","Intel","i5",5,4,"Intel","HD",1.26
"HP","ProBook 650","Notebook",14,"Intel Core i5 7200U 2.5GHz","4GB","500GB","HDD","0","Windows 10","2.31kg",1189,"ProBook","3",1366,768,NA,"0","0","0","Intel","i5",5,4,"Intel","HD",2.31
"HP","ProBook 640","Notebook",14,"Intel Core i5 7200U 2.5GHz","4GB","500GB","HDD","0","Windows 10","1.95kg",1060,"ProBook","3",1366,768,NA,"0","0","0","Intel","i5",5,4,"Intel","HD",1.95
"Dell","XPS 13","Ultrabook",13.3,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.29kg",1624,"XPS","2",3200,1800,"Quad HD+","1","0","0","Intel","i5",5,8,"Intel","HD",1.29
"HP","Probook 470","Notebook",17.3,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","2.63kg",1080,"Probook","5",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Nvidia","GeForce",2.63
"HP","ProBook 440","Notebook",14,"Intel Core i5 7200U 2.5GHz","4GB","256GB","SSD","0","Windows 10","1.64kg",973,"ProBook","3",1366,768,NA,"0","0","0","Intel","i5",5,4,"Intel","HD",1.64
"Acer","Aspire 3","Notebook",15.6,"AMD A9-Series 9420 3GHz","6GB","1TB","HDD","0","Windows 10","2.1kg",409,"Aspire","4",1366,768,NA,"0","0","0","AMD",NA,9,6,"AMD","Radeon",2.1
"MSI","GL72M 7RDX","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","8GB","128GB","SSD","1","Windows 10","2.7kg",1191.8,"GL72M","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.7
"HP","Probook 640","Notebook",14,"Intel Core i5 6200U 2.3GHz","8GB","256GB","SSD","0","Windows 7","1.95kg",1195,"Probook","3",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",1.95
"HP","EliteBook 850","Notebook",15.6,"Intel Core i7 6500U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.84kg",1228.99,"EliteBook","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","HD",1.84
"HP","EliteBook 820","Ultrabook",12.5,"Intel Core i7 6500U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.26kg",1349,"EliteBook","1",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","HD",1.26
"HP","ProBook 450","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","4GB","500GB","HDD","0","Windows 10","2.04kg",742,"ProBook","4",1366,768,NA,"0","0","0","Intel","i5",5,4,"Intel","HD",2.04
"Toshiba","Tecra Z40-C-136","Ultrabook",14,"Intel Core i7 6600U 2.6GHz","8GB","256GB","SSD","0","Windows 10","1.47kg",1725,"Tecra","3",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Intel","HD",1.47
"Dell","Latitude E5570","Notebook",15.6,"Intel Core i5 6300U 2.4GHz","8GB","256GB","SSD","0","Windows 7","2.09kg",1062.95,"Latitude","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",2.09
"HP","ProBook 440","Notebook",14,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.64kg",1010.51,"ProBook","3",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",1.64
"Lenovo","Yoga 500-15ISK","2 in 1 Convertible",15.6,"Intel Core i7 6500U 2.5GHz","4GB","256GB","SSD","0","Windows 10","1.8kg",847,"Yoga","4",1920,1080,"Full HD","1","1","0","Intel","i7",7,4,"Intel","HD",1.8
"Other","V142 (X5-Z8350/2GB/32GB/W10)","Notebook",14,"Intel Atom X5-Z8350 1.44GHz","2GB","32GB","Flash Storage","0","Windows 10","1.45kg",210.8,"V142","3",1366,768,NA,"0","0","0","Intel",NA,5,2,"Intel","HD",1.45
"Toshiba","Tecra A50-C-218","Notebook",15.6,"Intel Core i7 6500U 2.5GHz","16GB","256GB","SSD","0","Windows 10","2.4kg",1425,"Tecra","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,16,"Nvidia","GeForce",2.4
"Lenovo","Thinkpad L560","Notebook",15.6,"Intel Core i5 6200U 2.3GHz","8GB","256GB","SSD","0","Windows 10","2.3kg",1049.6,"Thinkpad","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",2.3
"HP","EliteBook 840","Notebook",14,"Intel Core i5 6200U 2.3GHz","4GB","500GB","HDD","0","Windows 10","1.54kg",1000,"EliteBook","3",1920,1080,"Full HD","0","0","0","Intel","i5",5,4,"Intel","HD",1.54
"HP","EliteBook 850","Notebook",15.6,"Intel Core i5 6300U 2.4GHz","8GB","256GB","SSD","1","Windows 10","1.84kg",2103.34,"EliteBook","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",1.84
"HP","EliteBook 1040","Notebook",14,"Intel Core i5 6200U 2.3GHz","8GB","256GB","SSD","0","Windows 7","1.43kg",1469,"EliteBook","3",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",1.43
"MSI","GT72S Dominator","Gaming",17.3,"Intel Core i7 6820HK 2.7GHz","16GB","256GB","SSD","1","Windows 10","3.78kg",1545.64,"GT72S","5",1920,1080,"Full HD","0","1","0","Intel","i7",7,16,"Nvidia","GeForce",3.78
"Lenovo","IdeaPad Y900-17ISK","Gaming",17.3,"Intel Core i7 6700HQ 2.6GHz","16GB","128GB","SSD","1","Windows 10","4.6kg",2289.99,"IdeaPad","5",1920,1080,"Full HD","0","1","0","Intel","i7",7,16,"Nvidia","GeForce",4.6
"Asus","Chromebook C202SA","Netbook",11.6,"Intel Celeron Dual Core N3060 1.6GHz","4GB","16GB","Flash Storage","0","Chrome/Android","1.2kg",287.9,"Chromebook","0",1366,768,NA,"0","0","0","Intel","N3060",3060,4,"Intel","HD",1.2
"Lenovo","ThinkPad X1","Notebook",14,"Intel Core i7 6600U 2.6GHz","16GB","256GB","SSD","0","Windows 7","1.1kg",2620,"ThinkPad","3",2560,1440,NA,"0","1","0","Intel","i7",7,16,"Intel","HD",1.1
"HP","Noteb Pav","Notebook",15.6,"Intel Core i7 7500U 2.7GHz","8GB","1TB","HDD","0","Windows 10","1.91kg",979,"Noteb","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Nvidia","GeForce",1.91
"Dell","Inspiron 5578","2 in 1 Convertible",15.6,"Intel Core i5 7200U 2.7GHz","8GB","256GB","SSD","0","Windows 10","2.3kg",1094,"Inspiron","4",1920,1080,"Full HD","1","1","0","Intel","i5",5,8,"Intel","HD",2.3
"HP","ProBook 450","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","4GB","256GB","SSD","0","Windows 10","2.04kg",979,"ProBook","4",1366,768,NA,"0","0","0","Intel","i5",5,4,"Intel","HD",2.04
"Dell","XPS 13","Ultrabook",13.3,"Intel Core i7 7500U 2.7GHz","16GB","1TB","SSD","0","Windows 10","1.2kg",2254,"XPS","2",3200,1800,"Quad HD+","1","0","0","Intel","i7",7,16,"Intel","HD",1.2
"HP","ProBook 650","Notebook",15.6,"Intel Core i3 6100U 2.3GHz","4GB","500GB","HDD","0","Windows 10","2.31kg",705.15,"ProBook","4",1366,768,NA,"0","0","0","Intel","i3",3,4,"Intel","HD",2.31
