Company,Product,TypeName,Inches,Ram,Memory,OpSys,Weight_kg,Price_euros,LogPrice,Model,Inches_Binned,DisplayType,Touchscreen,IPS Panel,RetinaDisplay,ResolutionWidth,ResolutionHeight,ResolutionWidthCat,ResolutionPixels,CpuBrand,CpuProduct,CpuClockSpeed_GHz,Ram_GB,PrimaryMemory,SecondaryMemory,PrimaryMemSize,PrimaryMemType,Gpu_Brand,Gpu_Product
HP,ProBook 450,Notebook,15.6,4GB,500GB HDD,Windows 10,2.04,742.0,6.60934924316738,ProBook,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 7200U,2.5,4,500GB HDD,0,500GB,HDD,Intel,HD
Toshiba,Tecra Z40-C-136,Ultrabook,14.0,8GB,256GB SSD,Windows 10,1.47,1725.0,7.45298232946546,Tecra,3,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6600U,2.6,8,256GB SSD,0,256GB,SSD,Intel,HD
Dell,Latitude E5570,Notebook,15.6,8GB,256GB SSD,Windows 7,2.09,1062.95,6.968803340547071,Latitude,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6300U,2.4,8,256GB SSD,0,256GB,SSD,Intel,HD
HP,ProBook 440,Notebook,14.0,8GB,256GB SSD,Windows 10,1.64,1010.51,6.918210432885753,ProBook,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,4GB,256GB SSD,Windows 10,1.8,847.0,6.741700694652054,Yoga,4,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6500U,2.5,4,256GB SSD,0,256GB,SSD,Intel,HD
Other,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,2GB,32GB Flash Storage,Windows 10,1.45,210.8,5.350909816667207,V142,3,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Atom X5-Z8350,1.44,2,32GB Flash Storage,0,32GB,Flash Storage,Intel,HD
Toshiba,Tecra A50-C-218,Notebook,15.6,16GB,256GB SSD,Windows 10,2.4,1425.0,7.26192709270275,Tecra,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6500U,2.5,16,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Lenovo,Thinkpad L560,Notebook,15.6,8GB,256GB SSD,Windows 10,2.3,1049.6,6.956164418189824,Thinkpad,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6200U,2.3,8,256GB SSD,0,256GB,SSD,Intel,HD
HP,EliteBook 840,Notebook,14.0,4GB,500GB HDD,Windows 10,1.54,1000.0,6.907755278982137,EliteBook,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6200U,2.3,4,500GB HDD,0,500GB,HDD,Intel,HD
HP,EliteBook 850,Notebook,15.6,8GB,256GB SSD +  500GB HDD,Windows 10,1.84,2103.34,7.651281836434234,EliteBook,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6300U,2.4,8,256GB SSD +,1,256GB,SSD +,Intel,HD
HP,EliteBook 1040,Notebook,14.0,8GB,256GB SSD,Windows 7,1.43,1469.0,7.292337176173877,EliteBook,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6200U,2.3,8,256GB SSD,0,256GB,SSD,Intel,HD
MSI,GT72S Dominator,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,3.78,1545.64,7.343193343040558,GT72S,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6820HK,2.7,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,16GB,128GB SSD +  1TB HDD,Windows 10,4.6,2289.99,7.736302729726523,IdeaPad,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,16,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Asus,Chromebook C202SA,Netbook,11.6,4GB,16GB Flash Storage,Chrome/Android,1.2,287.9,5.66261319761813,Chromebook,0,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3060,1.6,4,16GB Flash Storage,0,16GB,Flash Storage,Intel,HD
Lenovo,ThinkPad X1,Notebook,14.0,16GB,256GB SSD,Windows 7,1.1,2620.0,7.8709295967551425,ThinkPad,3,2560x1440,0,1,0,2560,1440,2560,15.120160930043655,Intel,Core i7 6600U,2.6,16,256GB SSD,0,256GB,SSD,Intel,HD
HP,Noteb Pav,Notebook,15.6,8GB,1TB HDD,Windows 10,1.91,979.0,6.88653164253051,Noteb,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Dell,Inspiron 5578,2 in 1 Convertible,15.6,8GB,256GB SSD,Windows 10,2.3,1094.0,6.9975959829819265,Inspiron,4,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.7,8,256GB SSD,0,256GB,SSD,Intel,HD
HP,ProBook 450,Notebook,15.6,4GB,256GB SSD,Windows 10,2.04,979.0,6.88653164253051,ProBook,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 7200U,2.5,4,256GB SSD,0,256GB,SSD,Intel,HD
Dell,XPS 13,Ultrabook,13.3,16GB,1TB SSD,Windows 10,1.2,2254.0,7.720461694599721,XPS,2,Quad HD+  3200x1800,1,0,0,3200,1800,3200,15.566448032672074,Intel,Core i7 7500U,2.7,16,1TB SSD,0,1TB,SSD,Intel,HD
HP,ProBook 650,Notebook,15.6,4GB,500GB HDD,Windows 10,2.31,705.15,6.558410546138249,ProBook,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6100U,2.3,4,500GB HDD,0,500GB,HDD,Intel,HD
HP,250 G5,Notebook,15.6,4GB,500GB HDD,No OS,1.96,499.0,6.212606095751519,250,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 7200U,2.5,4,500GB HDD,0,500GB,HDD,Intel,HD
Acer,Aspire ES1-523,Notebook,15.6,8GB,1TB HDD,Windows 10,2.4,449.0,6.107022887742254,Aspire,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,AMD,A8-Series 7410,2.2,8,1TB HDD,0,1TB,HDD,AMD,Radeon
Dell,Inspiron 7378,2 in 1 Convertible,13.3,12GB,256GB SSD,Windows 10,1.6,1299.0,7.1693500166706,Inspiron,2,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,12,256GB SSD,0,256GB,SSD,Intel,HD
MSI,GT62VR 6RD,Gaming,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,2.94,1819.0,7.506042178518122,GT62VR,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
HP,ProBook 450,Notebook,15.6,8GB,256GB SSD,Windows 10,2.04,1070.0,6.975413927455952,ProBook,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,256GB SSD,0,256GB,SSD,Intel,HD
Asus,Rog G752VL-GC088D,Gaming,17.3,16GB,1TB HDD,No OS,4.0,998.0,6.905753276311464,Rog,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,16,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Dell,Inspiron 3567,Notebook,15.6,4GB,1TB HDD,Windows 10,2.25,559.0,6.326149473155099,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,4,1TB HDD,0,1TB,HDD,Intel,HD
Dell,Inspiron 5567,Notebook,15.6,16GB,2TB HDD,Windows 10,2.32,989.99,6.897694842067519,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,16,2TB HDD,0,2TB,HDD,AMD,Radeon
MSI,GS63VR 6RF,Gaming,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,1.8,1929.0,7.564757012905729,GS63VR,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Dell,XPS 13,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1.29,1458.0,7.284820912568604,XPS,2,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,256GB SSD,0,256GB,SSD,Intel,HD
Asus,ROG G701VO,Gaming,17.3,64GB,1TB SSD,Windows 10,3.58,3975.0,8.287780027088433,ROG,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6820HK,2.7,64,1TB SSD,0,1TB,SSD,Nvidia,GeForce
Dell,Inspiron 5368,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1.62,798.01,6.682121128699613,Inspiron,2,Full HD  1920x1080,1,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6500U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Dell,Alienware 15,Gaming,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,3.21,1329.0,7.192182058713245,Alienware,4,4K Ultra HD 3840x2160,0,0,0,3840,2160,3840,15.931091146259982,Intel,Core i7 6700HQ,2.6,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Apple,"MacBook 12""",Ultrabook,12.0,8GB,256GB Flash Storage,macOS,0.92,1300.0,7.170119543449628,MacBook,1,Retina Display 2304x1440,0,1,1,2304,1440,2304,15.014800414385828,Intel,Core M,1.1,8,256GB Flash Storage,0,256GB,Flash Storage,Intel,HD
Dell,Latitude 3570,Notebook,15.6,4GB,500GB HDD,Windows 10,2.06,481.98,6.177902619413776,Latitude,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6100U,2.3,4,500GB HDD,0,500GB,HDD,Intel,HD
HP,ProBook 650,Notebook,15.6,4GB,500GB HDD,Windows 10,2.31,1199.0,7.089243155027514,ProBook,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 6200U,2.3,4,500GB HDD,0,500GB,HDD,Intel,HD
HP,EliteBook 820,Ultrabook,12.5,8GB,256GB SSD,Windows 7,1.26,1199.0,7.089243155027514,EliteBook,1,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6200U,2.3,8,256GB SSD,0,256GB,SSD,Intel,HD
HP,ProBook 430,Notebook,13.3,8GB,256GB SSD,Windows 10,1.49,1090.0,6.993932975223189,ProBook,2,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,ThinkPad Yoga,Ultrabook,12.5,8GB,256GB SSD,Windows 10,1.3,1713.49,7.4462875052894635,ThinkPad,1,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6500U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,IdeaPad 300-17ISK,Notebook,17.3,8GB,1.0TB HDD,Windows 10,3.0,659.0,6.490723534502507,IdeaPad,5,1600x900,0,0,0,1600,900,1600,14.180153671552183,Intel,Core i5 6200U,2.3,8,1.0TB HDD,0,1.0TB,HDD,AMD,Radeon
Lenovo,Ideapad 700-15ISK,Notebook,15.6,4GB,1TB HDD,Windows 10,2.3,977.0,6.884486652042782,Ideapad,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6300HQ,2.3,4,1TB HDD,0,1TB,HDD,Nvidia,GeForce
MSI,GT72VR Dominator,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,3.78,2499.0,7.823645930834952,GT72VR,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,4GB,500GB HDD,Windows 10,2.1,540.0,6.2915691395583195,V110-15ISK,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 6200U,2.3,4,500GB HDD,0,500GB,HDD,Intel,HD
HP,Probook 650,Notebook,15.6,4GB,500GB HDD,Windows 7,2.31,940.0,6.84587987526405,Probook,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6200U,2.3,4,500GB HDD,0,500GB,HDD,Intel,HD
Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,8GB,512GB SSD,Windows 10,0.99,1399.0,7.243512974665481,Yoga,1,2560x1440,1,1,0,2560,1440,2560,15.120160930043655,Intel,Core M 6Y75,1.2,8,512GB SSD,0,512GB,SSD,Intel,HD
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,32GB,512GB SSD +  1.0TB Hybrid,Windows 10,4.6,3240.0,8.083328608786374,IdeaPad,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6820HK,2.7,32,512GB SSD +,1,512GB,SSD +,Nvidia,GeForce
Lenovo,Yoga Book,2 in 1 Convertible,10.1,4GB,64GB Flash Storage,Windows 10,0.69,646.27,6.471217373119395,Yoga,0,1920x1200,1,1,0,1920,1200,1920,14.650157300797918,Intel,Atom x5-Z8550,1.44,4,64GB Flash Storage,0,64GB,Flash Storage,Intel,HD
HP,Spectre x360,Ultrabook,13.3,16GB,512GB SSD,Windows 10,1.3,2049.0,7.625107148238899,Spectre,2,4K Ultra HD 3840x2160,0,1,0,3840,2160,3840,15.931091146259982,Intel,Core i7 7500U,2.7,16,512GB SSD,0,512GB,SSD,Intel,HD
Dell,Vostro 3568,Notebook,15.6,8GB,256GB SSD,Windows 10,2.18,750.0,6.620073206530356,Vostro,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
HP,EliteBook 840,Notebook,14.0,4GB,500GB HDD,Windows 7,1.54,1030.99,6.938274784648874,EliteBook,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6200U,2.3,4,500GB HDD,0,500GB,HDD,Intel,HD
Lenovo,ThinkPad T460,Notebook,14.0,8GB,180GB SSD,Windows 7,1.7,1199.0,7.089243155027514,ThinkPad,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6200U,2.3,8,180GB SSD,0,180GB,SSD,Intel,HD
HP,Chromebook 13,Notebook,13.3,4GB,32GB Flash Storage,Chrome/Android,1.29,615.0,6.421622267806518,Chromebook,2,Quad HD+ 3200x1800,0,0,0,3200,1800,3200,15.566448032672074,Intel,Pentium Dual Core 4405Y,1.5,4,32GB Flash Storage,0,32GB,Flash Storage,Intel,HD
Acer,Aspire ES1-523,Notebook,15.6,4GB,500GB HDD,Windows 10,2.4,387.0,5.958424693029782,Aspire,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,AMD,A8-Series 7410,2.2,4,500GB HDD,0,500GB,HDD,AMD,Radeon
Dell,Inspiron 3552,Notebook,15.6,4GB,500GB HDD,Linux,2.2,393.49,5.975055654573933,Inspiron,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Pentium Quad Core N3700,1.6,4,500GB HDD,0,500GB,HDD,Intel,HD
HP,250 G6,Notebook,15.6,4GB,1TB HDD,No OS,1.86,345.99,5.846409872905957,250,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6006U,2.0,4,1TB HDD,0,1TB,HDD,Intel,HD
Asus,Rog GL702VM-GC354T,Gaming,17.3,8GB,256GB SSD +  1TB HDD,Windows 10,2.7,1599.0,7.377133712833954,Rog,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Dell,Inspiron 5370,Ultrabook,13.3,4GB,256GB SSD,Windows 10,1.4,818.35,6.707290117951893,Inspiron,2,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,4,256GB SSD,0,256GB,SSD,AMD,Radeon
HP,Elitebook 820,Netbook,12.5,4GB,128GB SSD,Windows 7,2.4,1599.0,7.377133712833954,Elitebook,1,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 6200U,2.3,4,128GB SSD,0,128GB,SSD,Intel,HD
Acer,Aspire F5-573G,Notebook,15.6,8GB,256GB SSD +  1TB HDD,Windows 10,2.4,799.0,6.683360945766275,Aspire,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Dell,Inspiron 5567,Notebook,15.6,8GB,1TB HDD,Windows 10,2.36,638.8,6.459591416340857,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,1TB HDD,0,1TB,HDD,AMD,Radeon
MSI,GS70 Stealth,Gaming,17.3,8GB,256GB SSD,Windows 10,2.6,1599.0,7.377133712833954,GS70,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
HP,250 G5,Notebook,15.6,4GB,1TB HDD,Windows 10,1.96,500.0,6.214608098422191,250,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Pentium Quad Core N3710,1.6,4,1TB HDD,0,1TB,HDD,Intel,HD
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,16GB,128GB SSD +  1TB HDD,Windows 10,4.3,2299.0,7.740229524763182,G752VY-GC162T,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,16,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Dell,Latitude E5270,Ultrabook,12.5,4GB,500GB HDD,Windows 7,1.5,1135.15,7.0345200797736345,Latitude,1,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6100U,2.3,4,500GB HDD,0,500GB,HDD,Intel,HD
Dell,Latitude E5270,Ultrabook,12.5,4GB,128GB SSD,Windows 7,1.5,1166.97,7.062165925015253,Latitude,1,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6100U,2.3,4,128GB SSD,0,128GB,SSD,Intel,HD
Acer,Chromebook 15,Notebook,15.6,4GB,16GB SSD,Chrome/Android,2.2,209.0,5.342334251964811,Chromebook,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core 3205U,1.5,4,16GB SSD,0,16GB,SSD,Intel,HD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,16GB,512GB SSD,Windows 10,2.4,1199.0,7.089243155027514,Legion,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,512GB SSD,0,512GB,SSD,Nvidia,GeForce
Dell,Latitude E5270,Ultrabook,12.5,8GB,256GB SSD,Windows 7,1.5,1413.1,7.2535411515887,Latitude,1,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 6200U,2.3,8,256GB SSD,0,256GB,SSD,Intel,HD
MSI,GE72 Apache,Gaming,17.3,8GB,128GB SSD +  1TB HDD,Windows 10,2.9,1511.19,7.3206526989075975,GE72,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,4GB,256GB SSD,Windows 10,2.1,867.0,6.7650389767805414,Yoga,4,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6200U,2.3,4,256GB SSD,0,256GB,SSD,Intel,HD
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,4GB,1TB HDD,Windows 10,2.1,398.0,5.986452005284438,15-bw011nv,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,AMD,A6-Series 9220,2.5,4,1TB HDD,0,1TB,HDD,AMD,Radeon
Asus,Rog GL552VW-CN470T,Gaming,15.6,16GB,128GB SSD +  1TB HDD,Windows 10,2.59,1339.0,7.199678345691172,Rog,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,16,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
HP,EliteBook 1030,Notebook,13.3,8GB,256GB SSD,Windows 10,1.16,1699.0,7.437795121671932,EliteBook,2,Quad HD+  3200x1800,1,0,0,3200,1800,3200,15.566448032672074,Intel,Core M 6Y54,1.1,8,256GB SSD,0,256GB,SSD,Intel,HD
Dell,Vostro 3559,Notebook,15.6,4GB,500GB HDD,Windows 7,2.24,769.15,6.64528600900176,Vostro,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 6200U,2.3,4,500GB HDD,0,500GB,HDD,AMD,Radeon
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,4GB,128GB SSD,Windows 10,2.1,429.0,6.061456918928017,V110-15ISK,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6006U,2.0,4,128GB SSD,0,128GB,SSD,Intel,HD
HP,Spectre Pro,Ultrabook,13.3,8GB,512GB SSD,Windows 10,1.16,1969.0,7.585281078639126,Spectre,2,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6500U,2.5,8,512GB SSD,0,512GB,SSD,Intel,HD
Lenovo,Yoga Book,2 in 1 Convertible,10.1,4GB,64GB Flash Storage,Chrome/Android,0.69,549.0,6.3080984415095305,Yoga,0,1920x1200,1,1,0,1920,1200,1920,14.650157300797918,Intel,Atom x5-Z8550,1.44,4,64GB Flash Storage,0,64GB,Flash Storage,Intel,HD
Dell,XPS 13,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1.23,1379.0,7.229113877793302,XPS,2,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7560U,2.4,8,256GB SSD,0,256GB,SSD,Intel,Iris
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,16GB,256GB SSD +  1.0TB Hybrid,Windows 10,4.6,2749.99,7.919352554290368,IdeaPad,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6820HK,2.7,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Other,Blade Stealth,Ultrabook,12.5,8GB,256GB SSD,Windows 10,1.25,1029.0,6.9363427358340495,Blade,1,4K Ultra HD 3840x2160,1,0,0,3840,2160,3840,15.931091146259982,Intel,Core i7 6500U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Toshiba,Portege X30-D-10K,Ultrabook,13.3,16GB,512GB SSD,Windows 10,1.05,2226.0,7.7079615318354895,Portege,2,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,16,512GB SSD,0,512GB,SSD,Intel,HD
Asus,Rog GL752VW-T4308T,Gaming,17.3,8GB,128GB SSD +  1TB HDD,Windows 10,3.52,1312.49,7.179681375389134,Rog,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Other,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,4GB,32GB Flash Storage,Windows 10,1.35,196.0,5.278114659230517,V131,2,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Atom X5-Z8350,1.44,4,32GB Flash Storage,0,32GB,Flash Storage,Intel,HD
HP,Spectre Pro,Notebook,13.3,8GB,256GB SSD,Windows 10,1.16,1690.0,7.4324838079171185,Spectre,2,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6200U,2.3,8,256GB SSD,0,256GB,SSD,Intel,HD
HP,EliteBook 1040,Notebook,14.0,8GB,256GB SSD,Windows 7,1.43,1513.0,7.321849713788356,EliteBook,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6200U,2.3,8,256GB SSD,0,256GB,SSD,Intel,HD
Dell,Latitude E5570,Notebook,15.6,4GB,500GB HDD,Linux,2.09,523.63,6.260785328039943,Latitude,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 6200U,2.3,4,500GB HDD,0,500GB,HDD,Intel,HD
Asus,VivoBook Max,Notebook,15.6,4GB,1TB HDD,Windows 10,2.0,435.0,6.075346031088684,VivoBook,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 7100U,2.4,4,1TB HDD,0,1TB,HDD,Intel,HD
Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,8GB,256GB SSD,Windows 10,1.8,1669.0,7.419979923661835,ThinkPad,3,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6500U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,Yoga Book,2 in 1 Convertible,10.1,4GB,64GB Flash Storage,Windows 10,0.69,479.0,6.171700597410915,Yoga,0,1920x1200,1,1,0,1920,1200,1920,14.650157300797918,Intel,Atom x5-Z8550,1.44,4,64GB Flash Storage,0,64GB,Flash Storage,Intel,HD
HP,EliteBook 820,Ultrabook,12.5,8GB,256GB SSD,Windows 7,1.26,1895.0,7.546974117516527,EliteBook,1,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 6300U,2.4,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8GB,128GB SSD +  1TB HDD,No OS,2.4,989.0,6.896694331622712,Legion,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7300HQ,2.5,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
HP,Omen -,Gaming,17.3,8GB,128GB SSD +  1TB HDD,Windows 10,3.35,1129.0,7.029087564149662,Omen,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6300HQ,2.3,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,8GB,2TB HDD,Windows 10,2.04,629.0,6.44413125670044,15-bs078cl,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i7 7500U,2.7,8,2TB HDD,0,2TB,HDD,Intel,HD
Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,8GB,512GB SSD,Windows 7,1.8,2050.38,7.625780420807986,ThinkPad,3,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6600U,2.6,8,512GB SSD,0,512GB,SSD,Nvidia,Quadro
